id,filtered_words,features,label_index
F027,"['language', 'election', 'president', 'partner', 'firm', 'become', 'sister', 'then.', 'board', 'decade', 'kind.', 'fact', 'mouth', 'catch', 'bed', 'care', 'house', 'will.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[116,132,503,1256,1306,1716,2784,3521,5310,5379,5836,5850,6030,7090,7215,7281,7454,7497,7860,7936,7949,8338,8656,8894,9497],[3.4440173788450834,5.117993812416755,0.691153161953081,3.125563647726549,4.42484663185681,4.019381523748645,5.523458920524919,4.270695952029551,4.270695952029551,5.523458920524919,4.137164559405029,0.691153161953081,4.42484663185681,4.607168188650764,4.019381523748645,0.6753425559264385,3.914021008090819,4.42484663185681,2.8154087194227095,0.691153161953081,4.607168188650764,0.691153161953081,5.523458920524919,3.914021008090819,4.019381523748645])",0.0
F202,"['staff', 'put', 'indeed', 'seem', 'scene.', 'add', 'especially', 'black', 'hot', 'beat', 'music.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,1675,1948,2569,2588,4377,4934,5850,6224,7281,7936,8173,8338,8871,9372,9693,9887],[0.691153161953081,5.117993812416755,3.6516567436233283,4.019381523748645,4.019381523748645,2.60568818844064,4.270695952029551,0.691153161953081,3.577548771469606,0.6753425559264385,0.691153161953081,3.6516567436233283,0.691153161953081,4.270695952029551,4.607168188650764,4.270695952029551,4.137164559405029])",1.0
F197,"['age', 'peace', 'difference', 'book', 'food', 'point.', 'another', 'without', 'party.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[393,454,503,3892,4043,4201,5850,6697,6747,7281,7866,7936,8166,8338,8653,8791],[4.137164559405029,3.5085558999826545,0.691153161953081,2.5530444549552183,3.8187108282864943,5.523458920524919,0.691153161953081,3.8187108282864943,2.5530444549552183,0.6753425559264385,4.270695952029551,0.691153161953081,4.42484663185681,0.691153161953081,4.607168188650764,4.42484663185681])",0.0
R128,"['production', 'still', 'understand.', 'fall', 'bring', 'get', 'prevent', 'full', 'example.', 'movie', 'type', 'century', 'own.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[821,1439,1834,2059,3057,3252,3526,3614,3712,3729,4506,4687,7813,7841,8353,8413,8897,9426,9462],[2.849310271098391,3.914021008090819,4.607168188650764,2.60568818844064,4.607168188650764,4.019381523748645,3.914021008090819,0.6832166123573445,4.270695952029551,4.42484663185681,0.691153161953081,0.6871770135734415,5.523458920524919,4.42484663185681,4.019381523748645,3.2721671219184243,4.137164559405029,4.137164559405029,0.691153161953081])",1.0
F157,"['write', 'computer', 'really', 'including', 'option.', 'training', 'large', 'movie', 'let', 'loss', 'partner', 'hotel.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[116,503,1439,2259,4112,5169,5329,5445,5850,7022,7281,7334,7538,7936,8151,8267,8338,8569,9813],[3.4440173788450834,0.691153161953081,3.914021008090819,2.8154087194227095,4.42484663185681,5.117993812416755,3.8187108282864943,4.607168188650764,0.691153161953081,3.6516567436233283,0.6753425559264385,4.270695952029551,4.137164559405029,0.691153161953081,4.137164559405029,3.914021008090819,0.691153161953081,5.523458920524919,2.997730276216664])",0.0
F117,"['skill', 'long', 'free', 'stand', 'pass.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,1073,4377,5850,6886,7281,7936,8171,8338,8904,9968],[0.691153161953081,4.270695952029551,2.60568818844064,0.691153161953081,3.914021008090819,0.6753425559264385,0.691153161953081,3.914021008090819,0.691153161953081,4.019381523748645,3.914021008090819])",0.0
F173,"['power', 'message', 'debate', 'fast.', 'college', 'happy', 'wonder', 'low', 'others', 'heavy', 'laugh.', 'serve', 'affect', 'establish', 'real', 'congress', 'let.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,1725,2715,2923,3056,3564,3673,3892,4723,4831,5347,5850,6055,6747,6940,7281,7936,8057,8276,8338,8411,8728,8949,9691],[0.691153161953081,4.019381523748645,3.5085558999826545,4.270695952029551,4.42484663185681,5.117993812416755,5.117993812416755,2.5530444549552183,4.137164559405029,5.523458920524919,4.270695952029551,0.691153161953081,4.42484663185681,2.5530444549552183,4.270695952029551,0.6753425559264385,0.691153161953081,4.830311739964974,3.8187108282864943,0.691153161953081,3.914021008090819,3.5085558999826545,4.019381523748645,4.019381523748645])",0.0
F024,"['join', 'anyone', 'current', 'product', 'theory', 'movement.', 'music', 'kitchen', 'training', 'account', 'leader', 'scientist', 'different.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[447,503,650,666,756,1468,1526,3409,4395,5850,6226,6370,7281,7538,7936,8338,8952,9187,9189],[4.270695952029551,0.691153161953081,2.958509563063383,4.607168188650764,4.830311739964974,3.6516567436233283,4.019381523748645,4.607168188650764,5.117993812416755,0.691153161953081,5.117993812416755,4.607168188650764,0.6753425559264385,4.137164559405029,0.691153161953081,0.691153161953081,4.270695952029551,3.5085558999826545,4.42484663185681])",0.0
F096,"['let', 'board', 'general', 'response', 'somebody', 'south.', 'political', 'focus', 'care', 'major', 'friend.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[503,1058,2445,3089,3228,3486,3931,3935,4640,4921,5310,5465,5850,7281,7454,7936,8267,8338],[0.691153161953081,4.019381523748645,4.137164559405029,4.137164559405029,5.117993812416755,2.849310271098391,3.383392757028649,4.019381523748645,4.42484663185681,2.849310271098391,4.270695952029551,3.6516567436233283,0.691153161953081,0.6753425559264385,3.914021008090819,0.691153161953081,3.914021008090819,0.691153161953081])",0.0
R247,"['minute', 'nice', 'order.', 'north', 'rule', 'back.', 'quite', 'door', 'structure.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[343,1770,1778,2110,3357,3370,3614,4506,4687,4847,5392,5564,6056,6219,9462],[3.7316994512968646,3.0385522707369192,4.830311739964974,4.830311739964974,4.137164559405029,3.7316994512968646,0.6832166123573445,0.691153161953081,0.6871770135734415,3.914021008090819,4.830311739964974,5.117993812416755,3.7316994512968646,3.0811118851557153,0.691153161953081])",1.0
F226,"['exactly', 'environment', 'lead', 'need', 'society', 'artist.', 'let', 'player', 'system', 'day', 'million', 'business', 'program.', 'piece.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[327,503,2096,2259,2407,3996,5356,5374,5850,6537,6604,7025,7117,7281,7936,8267,8338,8651,9133,9784,9813],[4.42484663185681,0.691153161953081,4.270695952029551,2.8154087194227095,4.137164559405029,4.270695952029551,4.830311739964974,3.8187108282864943,0.691153161953081,4.830311739964974,4.270695952029551,4.42484663185681,4.42484663185681,0.6753425559264385,0.691153161953081,3.914021008090819,0.691153161953081,4.137164559405029,4.270695952029551,5.117993812416755,2.997730276216664])",0.0
F100,"['friend', 'house', 'capital', 'industry.', 'recognize', 'especially', 'foot', 'better', 'price', 'audience', 'or.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[488,503,662,1312,1738,2543,2918,5836,5850,6541,7281,7890,7936,8171,8173,8338,9676,9718],[4.830311739964974,0.691153161953081,5.523458920524919,4.607168188650764,3.914021008090819,3.4440173788450834,3.0385522707369192,4.137164559405029,0.691153161953081,4.607168188650764,0.6753425559264385,4.270695952029551,0.691153161953081,3.914021008090819,3.6516567436233283,0.691153161953081,3.0385522707369192,4.830311739964974])",0.0
F246,"['gas', 'test', 'conference.', 'individual', 'hard', 'part', 'until.', 'show', 'citizen', 'large', 'worker.', 'talk', 'build', 'certain', 'institution', 'wrong', 'yeah.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[8,503,1898,2259,3014,3243,4019,4430,5125,5371,5607,5850,6512,6586,7022,7281,7936,8134,8338,8614,8740,8925,9288,9813],[4.137164559405029,0.691153161953081,4.830311739964974,2.8154087194227095,4.137164559405029,4.270695952029551,4.830311739964974,5.117993812416755,4.019381523748645,5.523458920524919,4.270695952029551,0.691153161953081,4.270695952029551,4.137164559405029,3.6516567436233283,0.6753425559264385,0.691153161953081,4.830311739964974,0.691153161953081,4.137164559405029,4.42484663185681,4.137164559405029,4.607168188650764,2.997730276216664])",1.0
F183,"['though', 'mother', 'brother', 'those.', 'mr', 'loss', 'rule', 'color', 'respond.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[291,343,354,503,650,1657,2647,3385,3916,5329,5850,7281,7936,8338,9832],[4.42484663185681,3.7316994512968646,4.270695952029551,0.691153161953081,2.958509563063383,4.830311739964974,4.270695952029551,4.019381523748645,5.523458920524919,3.8187108282864943,0.691153161953081,0.6753425559264385,0.691153161953081,0.691153161953081,3.914021008090819])",0.0
R063,"['positive', 'source', 'learn', 'air.', 'apply', 'situation', 'action', 'floor', 'another.', 'stuff', 'subject', 'discuss', 'firm', 'agreement', 'understand', 'trip.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[1,1918,3136,3614,4319,4506,4687,5967,6487,6633,6865,6944,7312,7721,7722,7963,8413,8655,8894,9462],[3.914021008090819,5.523458920524919,4.42484663185681,1.366433224714689,3.3262343431887,0.691153161953081,0.6871770135734415,3.7316994512968646,3.7316994512968646,5.117993812416755,4.830311739964974,2.8154087194227095,4.607168188650764,3.8187108282864943,4.42484663185681,4.42484663185681,3.2721671219184243,4.019381523748645,3.914021008090819,0.691153161953081])",0.0
R005,"['indicate', 'age', 'travel', 'mother', 'across.', 'surface', 'together', 'sure', 'know', 'since', 'history', 'range.', 'notice', 'defense', 'of.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[354,1209,1525,1821,2759,3543,3556,3614,4506,4687,5627,6287,6485,6543,7281,7779,8312,8681,8791,9462],[4.270695952029551,4.42484663185681,3.8187108282864943,4.137164559405029,5.523458920524919,4.019381523748645,2.8844015909096608,0.6832166123573445,0.691153161953081,0.6871770135734415,5.117993812416755,3.8187108282864943,4.019381523748645,4.137164559405029,0.6753425559264385,3.8187108282864943,4.42484663185681,4.270695952029551,4.42484663185681,0.691153161953081])",1.0
R084,"['important', 'modern', 'rich', 'agency', 'rate', 'book.', 'open', 'away', 'ready', 'three.', 'west', 'draw', 'better', 'however', 'middle', 'nation', 'available', 'mr.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[253,765,911,1967,2336,2475,2543,3226,3556,3614,3737,4014,4506,4687,5085,5471,5783,6212,6557,6710,8167,9462,9878],[4.607168188650764,3.914021008090819,4.270695952029551,4.42484663185681,4.019381523748645,4.42484663185681,3.4440173788450834,5.117993812416755,2.8844015909096608,0.6832166123573445,4.270695952029551,4.42484663185681,0.691153161953081,0.6871770135734415,3.7316994512968646,5.523458920524919,3.7316994512968646,4.830311739964974,4.270695952029551,4.830311739964974,4.137164559405029,0.691153161953081,4.270695952029551])",1.0
R124,"['pull', 'budget', 'spend', 'report', 'suddenly.', 'strategy', 'without', 'cold.', 'cell', 'east', 'network', 'system.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[353,1630,2041,2291,3210,3614,4043,4506,4687,4991,5047,6358,6505,6576,6597,9152,9462],[4.270695952029551,5.523458920524919,5.117993812416755,4.607168188650764,4.270695952029551,0.6832166123573445,3.8187108282864943,0.691153161953081,0.6871770135734415,2.455405985391302,2.6902455764687034,5.117993812416755,4.270695952029551,4.270695952029551,4.830311739964974,4.270695952029551,0.691153161953081])",1.0
R118,"['point', 'rule', 'floor', 'station', 'process', 'chair.', 'type', 'agency', 'pattern', 'event', 'simple.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[343,617,765,1584,3526,3614,4319,4416,4506,4687,4805,7066,7728,8040,8415,9462],[3.7316994512968646,4.607168188650764,3.914021008090819,5.117993812416755,3.914021008090819,0.6832166123573445,3.3262343431887,4.019381523748645,0.691153161953081,0.6871770135734415,5.117993812416755,2.849310271098391,4.42484663185681,3.7316994512968646,4.137164559405029,0.691153161953081])",1.0
F001,"['style', 'shake', 'environmental', 'finally', 'trial.', 'final', 'thing', 'what.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,650,1653,1817,2180,3032,3857,5850,6027,7281,7936,8000,8338,8363],[0.691153161953081,2.958509563063383,4.019381523748645,4.019381523748645,5.523458920524919,4.607168188650764,3.914021008090819,0.691153161953081,3.914021008090819,0.6753425559264385,0.691153161953081,4.42484663185681,0.691153161953081,5.523458920524919])",0.0
F007,"['though', 'position', 'control', 'poor', 'coach.', 'mother', 'collection', 'edge.', 'open', 'also', 'fight', 'add.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[354,503,1208,1339,1479,2066,2526,3385,3792,5783,5850,7281,7936,8103,8209,8338,8344,8859,9876],[4.270695952029551,0.691153161953081,2.7826188965997183,4.137164559405029,5.523458920524919,2.7508701982851385,4.270695952029551,4.019381523748645,3.8187108282864943,3.7316994512968646,0.691153161953081,0.6753425559264385,0.691153161953081,4.019381523748645,4.42484663185681,0.691153161953081,3.8187108282864943,4.607168188650764,2.7508701982851385])",0.0
F046,"['education', 'detail', 'environmental', 'create.', 'break', 'full', 'evidence', 'population', 'reach.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[503,668,1143,1208,2054,3184,5530,5850,6027,6808,7281,7936,8338,8897,9258,9472],[0.691153161953081,4.137164559405029,3.914021008090819,2.7826188965997183,3.577548771469606,2.8154087194227095,4.019381523748645,0.691153161953081,3.914021008090819,4.830311739964974,0.6753425559264385,0.691153161953081,0.691153161953081,4.137164559405029,4.607168188650764,5.523458920524919])",0.0
R103,"['total', 'page', 'prepare.', 'actually', 'animal', 'various', 'special', 'billion.', 'allow', 'course', 'level', 'question', 'hot', 'piece', 'one.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[629,1055,1499,2466,2827,2947,3133,3386,3614,3652,4506,4687,4835,6279,6447,6647,7066,7360,9462,9693],[4.830311739964974,4.019381523748645,4.830311739964974,5.117993812416755,4.270695952029551,3.914021008090819,4.607168188650764,4.830311739964974,0.6832166123573445,4.137164559405029,0.691153161953081,0.6871770135734415,4.137164559405029,4.607168188650764,4.42484663185681,4.607168188650764,2.849310271098391,4.137164559405029,0.691153161953081,4.270695952029551])",1.0
R037,"['list', 'common', 'democrat', 'economy', 'ok.', 'support', 'control', 'almost', 'meet', 'right', 'president', 'right', 'school.', 'yes', 'government', 'hospital', 'happen', 'necessary', 'resource.', 'argue', 'series', 'free', 'near', 'black.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[217,1073,1208,1211,1306,1790,2259,2611,3614,3730,4463,4506,4687,4704,4930,4991,5044,5234,5432,5553,5974,6332,6484,7979,8217,8566,8728,9462,9940],[3.7316994512968646,4.270695952029551,2.7826188965997183,5.117993812416755,4.42484663185681,8.84969326371362,2.8154087194227095,4.830311739964974,0.6832166123573445,5.117993812416755,4.42484663185681,0.691153161953081,0.6871770135734415,4.019381523748645,3.8187108282864943,2.455405985391302,4.270695952029551,4.270695952029551,2.7200985396183848,4.830311739964974,3.5085558999826545,4.42484663185681,5.523458920524919,4.270695952029551,4.830311739964974,4.137164559405029,3.5085558999826545,0.691153161953081,3.8187108282864943])",1.0
F193,"['thing', 'social', 'statement', 'stage.', 'drug', 'sign', 'long', 'on.', 'alone', 'movement', 'system', 'true', 'maintain.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,823,2492,3857,3892,3996,5294,5611,5850,6475,6643,6747,6756,7188,7281,7860,7936,8338,8904,9817],[0.691153161953081,3.8187108282864943,4.830311739964974,3.914021008090819,2.5530444549552183,4.270695952029551,4.42484663185681,5.523458920524919,0.691153161953081,5.523458920524919,4.830311739964974,2.5530444549552183,3.914021008090819,4.137164559405029,0.6753425559264385,2.8154087194227095,0.691153161953081,0.691153161953081,4.019381523748645,3.6516567436233283])",0.0
R166,"['international', 'amount', 'concern', 'owner', 'director', 'production.', 'reality', 'doctor', 'training', 'successful', 'yard.', 'book', 'require', 'newspaper.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[188,393,680,777,1059,1640,1853,1968,3556,3614,4506,4687,4737,5659,6053,7222,7538,8449,9462],[3.8187108282864943,4.137164559405029,4.830311739964974,4.137164559405029,5.117993812416755,5.523458920524919,4.607168188650764,4.137164559405029,2.8844015909096608,0.6832166123573445,0.691153161953081,0.6871770135734415,5.523458920524919,4.019381523748645,3.383392757028649,4.830311739964974,4.137164559405029,4.019381523748645,0.691153161953081])",1.0
F017,"['plant', 'million', 'trade', 'hope', 'top.', 'bed', 'effect', 'republican', 'stand', 'site', 'where.', 'five', 'success', 'cultural', 'modern', 'service.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[419,503,2066,2336,4221,4522,4616,5850,5891,5974,6000,6083,6324,6886,7244,7281,7936,8338,8651,9233,9497,9828,9876],[4.607168188650764,0.691153161953081,2.7508701982851385,4.019381523748645,5.523458920524919,4.830311739964974,4.607168188650764,0.691153161953081,4.019381523748645,3.5085558999826545,4.270695952029551,5.523458920524919,4.270695952029551,3.914021008090819,3.577548771469606,0.6753425559264385,0.691153161953081,0.691153161953081,4.137164559405029,4.137164559405029,4.019381523748645,4.830311739964974,2.7508701982851385])",0.0
R008,"['ability', 'gas', 'method', 'relationship', 'allow', 'short.', 'weight', 'assume', 'listen', 'choose', 'ever', 'south.', 'set', 'natural', 'eat.', 'share', 'everyone.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[429,746,2406,2664,3614,3681,3947,4260,4506,4640,4687,4835,4988,5342,5563,5594,5607,6015,8004,9034,9144,9462,9706],[4.019381523748645,5.523458920524919,4.830311739964974,3.8187108282864943,0.6832166123573445,4.42484663185681,5.523458920524919,4.270695952029551,0.691153161953081,4.42484663185681,0.6871770135734415,4.137164559405029,4.607168188650764,4.830311739964974,5.117993812416755,4.137164559405029,4.270695952029551,4.270695952029551,4.42484663185681,2.8154087194227095,2.661258039595451,0.691153161953081,3.914021008090819])",1.0
